n1,n2,weight
21650,20007,1.0
21651,20007,1.0
17303,20007,1.0
8480,4902,1.0
17416,16187,1.0
17417,16187,1.0
17418,16187,-1.0
27094,25756,-1.0
25131,23506,1.0
25132,23506,1.0
23509,23506,-1.0
30802,29995,-1.0
30803,29995,-1.0
30804,29995,-1.0
11615,7750,1.0
11616,7750,1.0
26216,24519,1.0
26217,24519,-1.0
24910,23303,-1.0
24911,23303,-1.0
24912,23303,-1.0
29723,28857,-1.0
17575,16595,-1.0
11787,8014,1.0
29196,28149,1.0
29197,28149,-1.0
18987,28149,-1.0
10585,6561,1.0
10586,6561,1.0
10587,6561,-1.0
10588,6561,-1.0
5896,2505,-1.0
31004,30300,1.0
31005,30300,1.0
31006,30300,1.0
31007,30300,1.0
10030,6124,1.0
15151,12670,-1.0
16915,15647,-1.0
15816,13624,-1.0
28251,27063,-1.0
28252,27063,-1.0
24437,22866,-1.0
20852,19242,-1.0
25541,23969,-1.0
25542,23969,-1.0
32818,32527,-1.0
16313,14551,1.0
4407,1859,-1.0
28441,28443,1.0
21118,19507,-1.0
3022,2966,1.0
6859,2966,1.0
6860,2966,1.0
6861,2966,-1.0
19717,18185,1.0
19718,18185,1.0
19719,18185,-1.0
19720,18185,-1.0
19721,18185,-1.0
19722,18185,-1.0
19723,18185,-1.0
32272,32101,1.0
13813,10407,1.0
13814,10407,1.0
23919,22226,1.0
23920,22226,1.0
22183,22226,1.0
20586,22226,1.0
23921,22226,-1.0
1932,472,1.0
1933,472,1.0
1934,472,1.0
1935,472,1.0
1936,472,1.0
1937,472,1.0
1938,472,-1.0
1939,472,-1.0
1940,472,-1.0
1941,472,-1.0
30566,29868,-1.0
30567,29868,-1.0
15436,13246,-1.0
4318,1811,1.0
4319,1811,1.0
4320,1811,-1.0
2126,511,1.0
2127,511,1.0
2128,511,1.0
2129,511,1.0
2130,511,1.0
2131,511,-1.0
2132,511,-1.0
4892,8487,1.0
14587,11948,1.0
14588,11948,1.0
4554,11948,1.0
8202,4607,1.0
8203,4607,1.0
8204,4607,1.0
4596,4607,1.0
8205,4607,-1.0
15624,9825,-1.0
14411,11643,1.0
14412,11643,1.0
14413,11643,1.0
14414,11643,-1.0
14415,11643,-1.0
14416,11643,-1.0
5933,2544,-1.0
5934,2544,-1.0
5935,2544,-1.0
5936,2544,-1.0
5937,2544,-1.0
5938,2544,-1.0
16664,15187,-1.0
29333,28373,-1.0
13538,10014,1.0
13539,10014,1.0
13540,10014,-1.0
11695,7836,1.0
11696,7836,1.0
11697,7836,1.0
11698,7836,-1.0
25553,23995,-1.0
15147,12668,1.0
15148,12668,1.0
16195,14292,-1.0
30160,29425,-1.0
15024,12577,1.0
15025,12577,-1.0
15026,12577,-1.0
15027,12577,-1.0
27172,25811,-1.0
32386,32213,-1.0
31895,31274,1.0
32115,31274,-1.0
31630,31274,-1.0
25307,23687,-1.0
20612,20616,-1.0
22217,20616,-1.0
22218,20616,-1.0
22219,20616,-1.0
3590,1102,-1.0
18932,17794,1.0
18933,17794,-1.0
23526,21932,-1.0
23527,21932,-1.0
23093,21408,-1.0
23094,21408,-1.0
31636,30985,1.0
31679,30985,1.0
31788,30985,1.0
4800,2028,1.0
4801,2028,1.0
4802,2028,-1.0
4803,2028,-1.0
20113,18518,1.0
20114,18518,1.0
29677,28821,1.0
29678,28821,-1.0
11037,6911,-1.0
14984,15070,-1.0
14987,15070,-1.0
15063,15070,-1.0
16532,15070,-1.0
18318,17262,1.0
18319,17262,1.0
18320,17262,-1.0
26512,24917,1.0
26513,24917,-1.0
26514,24917,-1.0
12247,14792,1.0
23019,21316,1.0
23020,21316,-1.0
29768,28936,1.0
28938,28936,-1.0
28017,26608,-1.0
24373,22784,-1.0
24374,22784,-1.0
24375,22784,-1.0
7436,3425,-1.0
7437,3425,-1.0
7438,3425,-1.0
26166,24463,1.0
26167,24463,1.0
26168,24463,1.0
26169,24463,-1.0
17630,16736,-1.0
24092,22496,1.0
24093,22496,1.0
24094,22496,1.0
24095,22496,-1.0
24096,22496,-1.0
24097,22496,-1.0
24098,22496,-1.0
24086,22496,-1.0
24099,22496,-1.0
24100,22496,-1.0
24101,22496,-1.0
12325,8605,-1.0
31355,30616,1.0
7296,3343,-1.0
7297,3343,-1.0
7298,3343,-1.0
31201,30466,-1.0
33573,32623,-1.0
17530,16498,1.0
22484,20895,1.0
349,137,1.0
350,137,1.0
351,137,1.0
352,137,1.0
353,137,-1.0
354,137,-1.0
7624,3727,1.0
34250,34065,1.0
34343,34065,1.0
2723,661,1.0
2724,661,1.0
2725,661,1.0
34442,34318,-1.0
34372,34318,-1.0
20534,22140,1.0
8066,4414,1.0
28156,26878,1.0
28157,26878,1.0
21182,19572,1.0
21183,19572,1.0
21184,19572,1.0
21185,19572,1.0
21186,19572,1.0
21187,19572,-1.0
27722,26125,1.0
27723,26125,-1.0
8114,4483,1.0
8115,4483,1.0
34166,33519,1.0
34142,33519,1.0
34141,33519,1.0
34140,33519,1.0
34139,33519,1.0
30133,29387,1.0
11230,11228,1.0
30349,29601,-1.0
22293,20719,1.0
21102,19494,-1.0
2423,552,-1.0
2424,552,-1.0
25114,23490,1.0
25115,23490,1.0
3449,880,-1.0
3450,880,-1.0
18745,17436,-1.0
18746,17436,-1.0
31010,30303,1.0
17506,16445,-1.0
32287,31716,-1.0
15460,13264,-1.0
28012,26576,-1.0
9471,5797,1.0
10162,6219,-1.0
30945,30212,1.0
30946,30212,1.0
30947,30212,-1.0
7447,3440,-1.0
23477,21897,1.0
23478,21897,1.0
23479,21897,1.0
3660,1172,1.0
3661,1172,1.0
3662,1172,1.0
1222,1172,1.0
3663,1172,1.0
3664,1172,-1.0
13474,9782,-1.0
13475,9782,-1.0
13476,9782,-1.0
33198,32707,-1.0
33099,32707,-1.0
10036,6128,1.0
25122,23501,-1.0
31383,30634,-1.0
17046,15886,-1.0
17047,15886,-1.0
12449,8780,1.0
31364,30625,-1.0
11983,8251,1.0
11984,8251,-1.0
20900,19314,1.0
20901,19314,1.0
20902,19314,1.0
20903,19314,1.0
11565,7666,-1.0
22717,21183,1.0
21169,21183,1.0
22718,21183,-1.0
22719,21183,-1.0
17551,18800,1.0
21103,19498,-1.0
5510,2284,-1.0
5511,2284,-1.0
5512,2284,-1.0
5513,2284,-1.0
5611,2335,1.0
5612,2335,1.0
28137,26842,-1.0
24567,22949,1.0
24568,22949,1.0
24569,22949,1.0
24570,22949,1.0
24571,22949,1.0
24572,22949,-1.0
299,125,1.0
300,125,1.0
301,125,-1.0
302,125,-1.0
33904,33270,-1.0
290,122,1.0
291,122,1.0
292,122,1.0
293,122,-1.0
294,122,-1.0
31296,30588,1.0
31297,30588,1.0
31298,30588,1.0
31299,30588,-1.0
31300,30588,-1.0
10872,6773,1.0
10873,6773,1.0
10874,6773,1.0
6454,6773,1.0
10875,6773,-1.0
10876,6773,-1.0
10877,6773,-1.0
10878,6773,-1.0
10879,6773,-1.0
10880,6773,-1.0
10881,6773,-1.0
14603,12006,1.0
14604,12006,-1.0
14605,12006,-1.0
14875,12376,1.0
14876,12376,1.0
14877,12376,1.0
22491,20915,-1.0
24274,22723,-1.0
16712,15283,-1.0
31921,30889,1.0
25098,23483,-1.0
25099,23483,-1.0
32629,32522,1.0
32778,32522,1.0
32635,32522,-1.0
32701,32522,-1.0
32704,32522,-1.0
32649,32522,-1.0
32757,32522,-1.0
32620,32522,-1.0
25077,23426,1.0
25078,23426,-1.0
4325,1815,1.0
4326,1815,1.0
24458,22888,1.0
24459,22888,-1.0
6678,2891,1.0
6679,2891,1.0
32023,30899,-1.0
1499,331,1.0
1500,331,1.0
1501,331,1.0
1502,331,-1.0
1503,331,-1.0
19044,23886,1.0
27871,26303,1.0
27872,26303,1.0
17091,15974,1.0
8308,4692,-1.0
33906,33664,-1.0
14734,12180,-1.0
9584,5874,-1.0
33266,32948,1.0
31658,32948,1.0
33501,32948,-1.0
1124,1132,1.0
24006,22368,1.0
24007,22368,1.0
24008,22368,1.0
24009,22368,-1.0
24010,22368,-1.0
24011,22368,-1.0
13075,9499,1.0
13076,9499,-1.0
13077,9499,-1.0
26665,25144,1.0
26666,25144,-1.0
28027,26629,-1.0
30974,30281,-1.0
28295,27114,1.0
28296,27114,1.0
28297,27114,1.0
28298,27114,-1.0
32274,31964,-1.0
32199,31964,-1.0
31528,30687,-1.0
22697,24527,1.0
26225,24527,-1.0
26226,24527,-1.0
22059,22008,1.0
23663,22008,-1.0
23546,21952,-1.0
23547,21952,-1.0
13080,9501,1.0
13081,9501,-1.0
10205,6296,1.0
10206,6296,1.0
30636,31933,1.0
32190,31933,1.0
32290,31933,-1.0
32286,31933,-1.0
32297,31933,-1.0
32324,31933,-1.0
32250,31933,-1.0
11008,6850,-1.0
27251,25868,1.0
27252,25868,-1.0
3256,807,-1.0
16509,14935,1.0
16459,14935,1.0
14936,14935,-1.0
16510,14935,-1.0
16511,14935,-1.0
16512,14935,-1.0
17227,16144,1.0
17228,16144,1.0
17229,16144,1.0
17230,16144,1.0
17231,16144,1.0
17232,16144,1.0
17233,16144,1.0
17234,16144,-1.0
17235,16144,-1.0
17236,16144,-1.0
17237,16144,-1.0
17238,16144,-1.0
17239,16144,-1.0
17240,16144,-1.0
19901,18289,-1.0
19902,18289,-1.0
32010,31373,1.0
15608,13518,-1.0
33157,32576,1.0
33036,32576,1.0
32991,32576,-1.0
32953,32576,-1.0
14503,11854,1.0
14504,11854,1.0
14505,11854,-1.0
1428,279,1.0
1429,279,1.0
15798,13596,-1.0
16038,13959,-1.0
29218,28178,1.0
29219,28178,-1.0
17106,16045,1.0
17107,16045,-1.0
14366,11547,1.0
23519,21927,1.0
31131,30424,1.0
31132,30424,1.0
31133,30424,1.0
31134,30424,1.0
31135,30424,1.0
31136,30424,-1.0
1821,8031,1.0
20567,23799,1.0
22384,20776,1.0
10197,6275,-1.0
10198,6275,-1.0
10199,6275,-1.0
22537,20948,-1.0
30912,30185,-1.0
30913,30185,-1.0
10295,6372,1.0
10296,6372,1.0
10718,6669,1.0
10719,6669,1.0
10720,6669,1.0
2579,13573,-1.0
16781,15396,-1.0
11620,7764,1.0
11621,7764,1.0
12007,8274,1.0
12008,8274,-1.0
16741,15374,1.0
16742,15374,1.0
16743,15374,1.0
15376,15374,1.0
16744,15374,1.0
16745,15374,1.0
16746,15374,-1.0
16747,15374,-1.0
16748,15374,-1.0
16749,15374,-1.0
16750,15374,-1.0
25535,23958,-1.0
18101,17202,1.0
18102,17202,1.0
18103,17202,1.0
18104,17202,-1.0
18105,17202,-1.0
18106,17202,-1.0
18107,17202,-1.0
18108,17202,-1.0
18926,17788,1.0
18927,17788,-1.0
18928,17788,-1.0
33174,32634,1.0
33012,32634,-1.0
5791,5802,1.0
9476,5802,-1.0
9477,5802,-1.0
24439,22870,1.0
24915,23307,-1.0
13771,10345,-1.0
14106,10890,1.0
14107,10890,1.0
2811,10890,1.0
14108,10890,1.0
14109,10890,-1.0
23301,21755,1.0
23302,21755,1.0
23303,21755,-1.0
23304,21755,-1.0
20503,18988,-1.0
21119,19508,-1.0
9464,5792,1.0
9465,5792,-1.0
1332,3840,1.0
7701,3840,1.0
7702,3840,-1.0
7703,3840,-1.0
7704,3840,-1.0
7705,3840,-1.0
16488,14899,1.0
16489,14899,1.0
16490,14899,-1.0
2678,634,1.0
2679,634,-1.0
11626,7775,1.0
11627,7775,1.0
11628,7775,-1.0
11629,7775,-1.0
31546,30703,1.0
31547,30703,-1.0
33862,33371,-1.0
13763,10332,-1.0
13764,10332,-1.0
13765,10332,-1.0
18584,17347,1.0
18585,17347,-1.0
29395,28512,-1.0
1242,192,-1.0
1243,192,-1.0
25172,23541,1.0
25173,23541,-1.0
25174,23541,-1.0
3278,819,1.0
3279,819,1.0
826,819,-1.0
27285,25895,1.0
27286,25895,1.0
27287,25895,1.0
27288,25895,-1.0
27289,25895,-1.0
7484,3511,-1.0
23540,21948,1.0
30384,29661,-1.0
5987,2575,1.0
2621,2575,1.0
5988,2575,1.0
5989,2575,1.0
5990,2575,-1.0
5991,2575,-1.0
5992,2575,-1.0
31730,30974,1.0
5586,2323,-1.0
12239,8452,1.0
4775,8452,1.0
4779,8452,1.0
4778,8452,1.0
4780,8452,1.0
4771,8452,1.0
11364,7335,-1.0
11179,7125,1.0
23960,22266,-1.0
23961,22266,-1.0
11372,7345,1.0
33216,33114,-1.0
11781,7996,1.0
1085,1031,1.0
1086,1031,1.0
1087,1031,1.0
1088,1031,-1.0
1089,1031,-1.0
1090,1031,-1.0
1091,1031,-1.0
13387,13385,-1.0
15531,13385,-1.0
12929,9312,1.0
12930,9312,1.0
12931,9312,1.0
12932,9312,1.0
12933,9312,1.0
12934,9312,-1.0
21042,19397,1.0
21043,19397,1.0
21044,19397,1.0
21045,19397,1.0
21046,19397,-1.0
34324,33950,-1.0
4533,1913,1.0
11189,7134,-1.0
11190,7134,-1.0
8376,4801,1.0
7100,3164,-1.0
34496,34490,1.0
34500,34490,-1.0
8052,4389,1.0
8053,4389,1.0
8054,4389,1.0
11815,8079,-1.0
13584,13582,-1.0
11062,6965,1.0
26374,24714,-1.0
10741,6690,1.0
10742,6690,-1.0
10743,6690,-1.0
17529,16496,-1.0
2709,655,1.0
2710,655,1.0
2711,655,1.0
2700,655,1.0
2712,655,1.0
2713,655,-1.0
29825,28972,1.0
29826,28972,1.0
29827,28972,1.0
29828,28972,1.0
29829,28972,-1.0
29830,28972,-1.0
29831,28972,-1.0
29832,28972,-1.0
29833,28972,-1.0
21700,20108,1.0
21701,20108,-1.0
21702,20108,-1.0
21703,20108,-1.0
21704,20108,-1.0
15206,12789,1.0
14824,12469,-1.0
6074,2603,1.0
6075,2603,1.0
6076,2603,1.0
6077,2603,-1.0
6078,2603,-1.0
23157,21514,-1.0
14837,12305,1.0
14838,12305,-1.0
14839,12305,-1.0
7488,3530,-1.0
116,16,1.0
117,16,1.0
118,16,1.0
119,16,-1.0
120,16,-1.0
18771,17505,-1.0
12164,8422,1.0
12165,8422,1.0
12166,8422,1.0
12167,8422,1.0
12168,8422,1.0
12169,8422,1.0
12170,8422,-1.0
8419,8422,-1.0
8392,4806,1.0
8393,4806,1.0
8394,4806,1.0
8395,4806,-1.0
8396,4806,-1.0
26696,25175,-1.0
8523,4943,1.0
8524,4943,1.0
8525,4943,1.0
8526,4943,-1.0
8527,4943,-1.0
8528,4943,-1.0
9062,5359,-1.0
9063,5359,-1.0
9064,5359,-1.0
9065,5359,-1.0
9066,5359,-1.0
34467,34345,-1.0
22086,20494,-1.0
22087,20494,-1.0
4223,1769,-1.0
7659,3833,-1.0
21425,19694,-1.0
21426,19694,-1.0
21427,19694,-1.0
31560,30726,-1.0
9033,5337,1.0
9034,5337,1.0
9035,5337,-1.0
9036,5337,-1.0
28422,27216,1.0
28423,27216,-1.0
28424,27216,-1.0
28425,27216,-1.0
28426,27216,-1.0
10851,6768,1.0
2923,6768,-1.0
12763,9032,-1.0
29281,28322,-1.0
8679,5118,-1.0
28439,27247,-1.0
19188,17939,1.0
21323,19614,1.0
21324,19614,1.0
21325,19614,1.0
21326,19614,1.0
21327,19614,1.0
23158,21515,-1.0
20460,18938,1.0
20461,18938,-1.0
20462,18938,-1.0
20463,18938,-1.0
32415,32125,1.0
32373,32125,1.0
32471,32125,1.0
32423,32125,1.0
32424,32125,1.0
32425,32125,-1.0
32481,32125,-1.0
32514,32125,-1.0
32512,32125,-1.0
18582,17343,-1.0
17347,17343,-1.0
5940,2547,1.0
5941,2547,-1.0
20608,19046,-1.0
20609,19046,-1.0
34267,34019,1.0
28930,27763,1.0
28931,27763,1.0
28932,27763,-1.0
16127,14177,-1.0
14175,14177,-1.0
16128,14177,-1.0
20393,18842,-1.0
20394,18842,-1.0
10641,6589,1.0
10642,6589,-1.0
10643,6589,-1.0
27715,26124,1.0
27716,26124,1.0
27717,26124,-1.0
27718,26124,-1.0
27719,26124,-1.0
27720,26124,-1.0
27721,26124,-1.0
8236,4644,1.0
8237,4644,1.0
8238,4644,1.0
8239,4644,-1.0
33259,32875,1.0
33252,32875,1.0
33564,32875,-1.0
22847,21222,1.0
22848,21222,1.0
22849,21222,1.0
22850,21222,1.0
16088,21222,1.0
22851,21222,-1.0
21200,21222,-1.0
22852,21222,-1.0
22509,20922,1.0
22510,20922,-1.0
34245,33917,1.0
19954,18382,1.0
19955,18382,1.0
22769,21197,1.0
22770,21197,-1.0
22771,21197,-1.0
22772,21197,-1.0
22773,21197,-1.0
22774,21197,-1.0
22775,21197,-1.0
16309,14532,-1.0
20482,18980,-1.0
7509,11481,-1.0
639,44,1.0
640,44,-1.0
31975,31312,1.0
31649,31312,-1.0
22203,20604,-1.0
25645,24124,-1.0
14509,11858,1.0
14510,11858,-1.0
33898,33550,1.0
33890,33550,1.0
33942,33550,1.0
34066,33550,1.0
33903,33550,1.0
34096,33550,1.0
34067,33550,1.0
34068,33550,1.0
33911,33550,1.0
33826,33550,1.0
33802,33550,1.0
33896,33550,1.0
26684,25154,1.0
15120,12634,1.0
15121,12634,1.0
18561,17336,1.0
18562,17336,1.0
18563,17336,1.0
18564,17336,1.0
17337,17336,1.0
18565,17336,-1.0
18391,17336,-1.0
10668,6607,1.0
10669,6607,1.0
24398,22797,-1.0
884,72,-1.0
885,72,-1.0
26164,24458,1.0
17501,16424,-1.0
23371,21786,1.0
23372,21786,-1.0
22251,20649,1.0
9781,985,1.0
26531,24944,1.0
24748,23169,-1.0
12088,12090,1.0
34410,33827,1.0
34269,33827,-1.0
24321,24293,1.0
24294,24293,-1.0
25848,24293,-1.0
34275,33746,1.0
16563,15024,1.0
16564,15024,1.0
16565,15024,-1.0
16566,15024,-1.0
13826,10445,1.0
13827,10445,1.0
13828,10445,1.0
10441,10445,-1.0
28115,26798,1.0
28116,26798,1.0
28625,27491,1.0
28626,27491,1.0
28627,27491,-1.0
28628,27491,-1.0
4264,1781,1.0
4265,1781,1.0
4266,1781,1.0
4267,1781,1.0
4268,1781,1.0
1777,1781,1.0
4269,1781,1.0
1771,1781,-1.0
1772,1781,-1.0
32000,31053,1.0
601,38,1.0
602,38,1.0
603,38,-1.0
604,38,-1.0
605,38,-1.0
9490,5825,1.0
9491,5825,-1.0
16500,14916,1.0
16501,14916,1.0
16502,14916,1.0
16503,14916,-1.0
16504,14916,-1.0
21748,20203,1.0
15659,9877,1.0
28019,26611,1.0
28020,26611,1.0
10777,6714,1.0
10778,6714,-1.0
24761,23185,-1.0
24762,23185,-1.0
11100,7025,-1.0
11101,7025,-1.0
25687,25688,-1.0
4321,1812,-1.0
4322,1812,-1.0
7536,7505,1.0
11477,7505,-1.0
11478,7505,-1.0
16780,15394,1.0
32450,32224,-1.0
21957,20419,-1.0
20417,20419,-1.0
12424,8765,-1.0
24565,22948,1.0
24566,22948,-1.0
7886,4123,1.0
4620,1953,1.0
4621,1953,1.0
10765,6708,1.0
10766,6708,1.0
10767,6708,1.0
10768,6708,-1.0
10769,6708,-1.0
10770,6708,-1.0
13713,10281,-1.0
15731,13537,1.0
15732,13537,-1.0
29673,28816,-1.0
17706,16872,1.0
26743,25253,-1.0
16440,14802,-1.0
30139,29394,1.0
30140,29394,1.0
30141,29394,1.0
30142,29394,1.0
30143,29394,1.0
30144,29394,-1.0
34088,33483,-1.0
33141,32704,1.0
33094,32704,-1.0
32820,32704,-1.0
17556,16561,-1.0
2062,493,1.0
2063,493,1.0
2064,493,1.0
2065,493,1.0
2066,493,-1.0
2067,493,-1.0
12942,9324,1.0
8447,4815,-1.0
3555,1080,1.0
3556,1080,1.0
3557,1080,1.0
3558,1080,1.0
3559,1080,-1.0
33601,32971,-1.0
25559,24015,-1.0
28668,27554,-1.0
20293,18707,1.0
20294,18707,-1.0
20295,18707,-1.0
7511,3563,-1.0
1365,254,1.0
18929,17790,1.0
1504,332,1.0
1505,332,1.0
1506,332,1.0
1507,332,-1.0
20683,19085,1.0
20684,19085,1.0
21504,19780,-1.0
18084,19780,-1.0
2974,721,1.0
2986,721,-1.0
26505,24895,-1.0
29353,28415,1.0
18310,18384,1.0
19958,18384,1.0
10230,6320,-1.0
10231,6320,-1.0
10232,6320,-1.0
10233,6320,-1.0
3584,1096,-1.0
23996,29058,-1.0
607,602,1.0
2533,602,1.0
2534,602,1.0
2535,602,-1.0
2536,602,-1.0
2537,602,-1.0
2538,602,-1.0
2539,602,-1.0
32867,33660,1.0
34203,33660,1.0
34114,33660,1.0
33748,33660,1.0
32598,33660,1.0
34201,33660,-1.0
33783,33660,-1.0
33946,33660,-1.0
34121,33660,-1.0
30068,29183,-1.0
29726,28866,-1.0
28461,27301,1.0
28462,27301,1.0
28463,27301,1.0
24124,22525,-1.0
14326,11389,1.0
3273,816,-1.0
34424,34374,-1.0
34423,34374,-1.0
29460,28605,-1.0
9837,5967,-1.0
11927,8174,1.0
11928,8174,1.0
26755,25276,1.0
26756,25276,1.0
26757,25276,-1.0
27568,26049,-1.0
13068,9493,1.0
13069,9493,1.0
13070,9493,-1.0
7629,3742,1.0
32178,31702,-1.0
10399,6447,1.0
10400,6447,1.0
32427,32128,-1.0
18734,17420,-1.0
27150,25780,1.0
27151,25780,-1.0
12033,8322,1.0
28390,27197,1.0
21826,20292,-1.0
22622,21098,-1.0
21662,20034,1.0
26855,25406,-1.0
8217,4625,-1.0
14512,11861,1.0
11910,11861,1.0
14513,11861,1.0
14514,11861,-1.0
14515,11861,-1.0
29785,28948,1.0
29786,28948,-1.0
29787,28948,-1.0
29788,28948,-1.0
8989,5314,1.0
8990,5314,1.0
8991,5314,1.0
8992,5314,1.0
8993,5314,1.0
8994,5314,1.0
26649,25112,-1.0
8478,4900,1.0
8479,4900,1.0
26992,25698,-1.0
32647,32377,-1.0
32664,32377,-1.0
16492,14903,-1.0
7822,3997,1.0
15272,12917,1.0
15273,12917,1.0
15274,12917,1.0
33391,32980,1.0
2691,646,1.0
2692,646,-1.0
2693,646,-1.0
18676,18331,1.0
18681,18331,-1.0
15009,12568,-1.0
32329,31963,1.0
15697,9964,-1.0
5736,2391,-1.0
5737,2391,-1.0
5738,2391,-1.0
11316,7264,-1.0
10308,6380,1.0
10309,6380,1.0
10310,6380,-1.0
34004,33620,-1.0
33920,33620,-1.0
33837,33620,-1.0
33998,33620,-1.0
22550,20971,1.0
26021,24364,-1.0
26022,24364,-1.0
26023,24364,-1.0
33747,33589,-1.0
34072,33589,-1.0
33787,33589,-1.0
4632,1964,1.0
4633,1964,1.0
4634,1964,1.0
4635,1964,1.0
4636,1964,-1.0
4506,1964,-1.0
3881,1391,1.0
3882,1391,1.0
3883,1391,1.0
3884,1391,1.0
3885,1391,-1.0
3886,1391,-1.0
29885,29049,-1.0
31635,31535,-1.0
15470,13286,-1.0
11329,7282,-1.0
33002,32684,1.0
33619,32684,1.0
32885,32684,-1.0
7635,3759,1.0
7636,3759,1.0
7637,3759,-1.0
24863,23284,1.0
24864,23284,-1.0
18729,17404,-1.0
18730,17404,-1.0
15278,12923,1.0
15279,12923,-1.0
28096,26749,1.0
24151,22561,1.0
4332,4359,1.0
8030,4359,1.0
8031,4359,-1.0
14250,11226,1.0
14201,11133,1.0
14202,11133,1.0
5643,5161,-1.0
16615,15100,1.0
16616,15100,-1.0
12497,8826,-1.0
12498,8826,-1.0
22689,21173,-1.0
22690,21173,-1.0
22864,21227,-1.0
279,119,1.0
280,119,1.0
281,119,1.0
282,119,1.0
283,119,-1.0
284,119,-1.0
285,119,-1.0
33063,32715,-1.0
33542,33370,-1.0
33591,33370,-1.0
33363,33370,-1.0
18807,17573,-1.0
31854,31469,1.0
31873,31469,1.0
32037,31469,-1.0
17002,15843,1.0
17003,15843,1.0
17004,15843,-1.0
17005,15843,-1.0
28580,27434,1.0
28581,27434,1.0
28988,27808,1.0
10839,6761,1.0
10840,6761,1.0
10841,6761,1.0
10842,6761,-1.0
23159,21528,-1.0
23160,21528,-1.0
15417,13213,1.0
15418,13213,-1.0
21441,19717,-1.0
21442,19717,-1.0
26457,24832,1.0
26458,24832,1.0
26459,24832,-1.0
29450,28599,1.0
29451,28599,-1.0
13889,10592,1.0
13890,10592,-1.0
26612,25047,1.0
22540,20954,-1.0
2755,6278,-1.0
2758,6278,-1.0
2756,6278,-1.0
2757,6278,-1.0
23156,23154,-1.0
5627,2344,-1.0
16328,14599,1.0
16329,14599,1.0
16330,14599,1.0
16331,14599,1.0
16332,14599,-1.0
723,3009,1.0
6893,3009,-1.0
2716,3009,-1.0
3011,3009,-1.0
23228,21695,1.0
23229,21695,1.0
29087,27987,-1.0
23590,21980,-1.0
23591,21980,-1.0
23592,21980,-1.0
23593,21980,-1.0
23594,21980,-1.0
23595,21980,-1.0
23596,21980,-1.0
23597,21980,-1.0
20255,20243,1.0
21779,20243,-1.0
4999,2108,-1.0
28301,27125,-1.0
4046,1566,1.0
14754,12207,1.0
14755,12207,1.0
14756,12207,1.0
22574,21019,-1.0
3312,835,1.0
15964,13830,-1.0
19879,18272,1.0
19880,18272,-1.0
19881,18272,-1.0
19882,18272,-1.0
19883,18272,-1.0
23555,21962,1.0
23556,21962,-1.0
14239,11211,1.0
1277,212,1.0
1278,212,1.0
1279,212,1.0
1280,212,-1.0
3120,770,1.0
3121,770,1.0
3122,770,1.0
3123,770,1.0
3124,770,1.0
3125,770,1.0
3126,770,1.0
3127,770,1.0
3128,770,1.0
3129,770,1.0
3130,770,1.0
3131,770,1.0
3132,770,1.0
3133,770,1.0
3134,770,1.0
3135,770,1.0
3136,770,-1.0
3137,770,-1.0
3138,770,-1.0
3139,770,-1.0
3140,770,-1.0
3141,770,-1.0
26151,24454,1.0
26152,24454,1.0
26153,24454,1.0
26154,24454,1.0
26155,24454,-1.0
26156,24454,-1.0
26157,24454,-1.0
26158,24454,-1.0
21445,19720,-1.0
21487,19768,1.0
5767,2423,-1.0
242,196,1.0
1251,196,-1.0
24675,23046,-1.0
24676,23046,-1.0
8060,4399,1.0
8061,4399,-1.0
23059,21368,-1.0
23060,21368,-1.0
14119,10932,1.0
758,59,1.0
759,59,1.0
760,59,-1.0
761,59,-1.0
762,59,-1.0
2303,534,1.0
2304,534,1.0
2305,534,1.0
2306,534,1.0
2283,534,1.0
2307,534,1.0
2308,534,1.0
2309,534,-1.0
2310,534,-1.0
2311,534,-1.0
2312,534,-1.0
2313,534,-1.0
2314,534,-1.0
2315,534,-1.0
2316,534,-1.0
5519,2287,1.0
5520,2287,-1.0
17595,16657,-1.0
17016,15856,1.0
17017,15856,1.0
17018,15856,1.0
17019,15856,1.0
15860,15856,1.0
17020,15856,-1.0
750,58,1.0
751,58,1.0
752,58,1.0
753,58,1.0
754,58,1.0
755,58,1.0
756,58,-1.0
757,58,-1.0
26991,25697,1.0
23769,22055,-1.0
23770,22055,-1.0
19180,17930,-1.0
19181,17930,-1.0
4380,1838,1.0
4381,1838,1.0
4382,1838,1.0
4383,1838,1.0
4384,1838,-1.0
4385,1838,-1.0
16119,14153,-1.0
17641,16778,1.0
26735,25231,1.0
26427,24806,1.0
19228,17958,1.0
19229,17958,-1.0
19230,17958,-1.0
19231,17958,-1.0
19232,17958,-1.0
3223,791,1.0
3224,791,-1.0
8015,4333,1.0
8016,4333,-1.0
6286,2766,1.0
6287,2766,-1.0
20448,25362,1.0
16858,15544,-1.0
6866,14147,1.0
16114,14147,1.0
16115,14147,-1.0
16116,14147,-1.0
16214,14310,1.0
29725,28859,1.0
28687,28859,1.0
18044,17189,1.0
18045,17189,1.0
18046,17189,1.0
18047,17189,-1.0
18048,17189,-1.0
18049,17189,-1.0
18050,17189,-1.0
18051,17189,-1.0
20268,18686,1.0
20269,18686,-1.0
20270,18686,-1.0
19009,17876,1.0
19010,17876,1.0
19011,17876,1.0
19012,17876,1.0
19013,17876,1.0
19014,17876,1.0
19015,17876,-1.0
