n1,n2,weight
15,13,1.0
11,4,1.0
12,4,1.0
16,14,1.0
4,0,-1.0
3,0,-1.0
2,0,1.0
1,0,1.0
5,1,1.0
6,1,1.0
13,6,-1.0
7,2,1.0
8,2,-1.0
9,2,-1.0
17,15,1.0
10,3,1.0
14,5,-1.0
18,17,1.0
