n1,n2,weight
2155,92,-1.0
1226,423,-1.0
2156,341,1.0
2157,341,1.0
1417,736,-1.0
2158,1373,-1.0
1386,1373,-1.0
2159,1373,-1.0
1142,1029,-1.0
1143,1029,-1.0
1434,753,-1.0
2160,623,-1.0
2161,623,-1.0
2162,230,-1.0
636,230,-1.0
293,3,1.0
294,3,1.0
295,3,1.0
296,3,1.0
297,3,1.0
2163,3,1.0
298,3,-1.0
299,3,-1.0
300,3,-1.0
301,3,-1.0
302,3,-1.0
303,3,-1.0
2164,674,-1.0
2165,674,-1.0
2166,674,-1.0
249,674,-1.0
2167,484,-1.0
2168,501,-1.0
559,177,1.0
560,177,1.0
561,177,1.0
461,134,-1.0
145,134,-1.0
1343,632,-1.0
1242,437,-1.0
153,19,1.0
154,19,1.0
155,19,1.0
156,19,1.0
157,19,1.0
158,19,1.0
159,19,-1.0
160,19,-1.0
161,19,-1.0
162,19,-1.0
163,19,-1.0
164,19,-1.0
591,187,1.0
592,187,1.0
593,187,1.0
1605,952,1.0
1606,952,1.0
1607,952,1.0
516,160,1.0
517,160,1.0
518,160,1.0
519,160,1.0
520,160,1.0
2169,160,-1.0
521,160,-1.0
522,160,-1.0
511,160,-1.0
1337,611,-1.0
2170,1005,-1.0
1100,1005,-1.0
1101,1005,-1.0
1345,639,-1.0
2171,360,-1.0
686,250,1.0
2172,250,1.0
687,250,1.0
470,153,1.0
471,153,1.0
472,153,1.0
473,153,1.0
474,153,1.0
475,153,1.0
476,153,1.0
477,153,1.0
478,153,-1.0
479,153,-1.0
480,153,-1.0
2173,153,-1.0
2174,638,-1.0
409,1217,-1.0
1765,1751,1.0
1766,1751,1.0
1767,1751,1.0
2175,41,1.0
523,161,1.0
524,161,1.0
525,161,1.0
526,161,1.0
527,161,1.0
528,161,-1.0
2176,875,-1.0
2177,875,-1.0
2178,23,1.0
2179,23,1.0
2180,23,1.0
2181,23,1.0
2182,23,1.0
2183,23,1.0
2184,23,1.0
2185,23,1.0
2186,23,-1.0
2187,23,-1.0
2188,23,-1.0
2189,23,-1.0
2190,23,-1.0
2191,23,-1.0
2192,23,-1.0
2193,23,-1.0
376,108,-1.0
115,108,-1.0
1382,672,-1.0
2194,672,-1.0
249,672,-1.0
2195,20,1.0
2196,20,1.0
2197,20,1.0
2198,20,1.0
2199,20,1.0
2200,20,1.0
2201,20,1.0
2202,20,1.0
2203,20,1.0
2204,20,1.0
2205,20,1.0
2206,20,1.0
2207,20,1.0
2208,20,1.0
2209,20,1.0
2210,20,1.0
2211,20,1.0
2212,20,1.0
172,20,1.0
2213,20,1.0
2214,20,1.0
2215,20,1.0
2216,20,1.0
2217,20,1.0
2218,20,1.0
2219,20,1.0
2220,20,1.0
2221,20,1.0
2222,20,1.0
2223,20,1.0
2224,20,1.0
2225,20,1.0
2226,20,1.0
2227,20,1.0
2228,20,1.0
2229,20,1.0
2230,20,1.0
2231,20,1.0
2232,20,1.0
2233,20,1.0
2234,20,1.0
2235,20,1.0
2236,20,1.0
2237,20,1.0
2238,20,1.0
2239,20,1.0
2240,20,1.0
2241,20,1.0
2242,20,1.0
2243,20,1.0
2244,20,1.0
2245,20,1.0
2246,20,1.0
2247,20,1.0
2248,20,1.0
2249,20,1.0
2250,20,1.0
2251,20,1.0
2252,20,1.0
2253,20,1.0
2254,20,1.0
2255,20,1.0
2256,20,1.0
2257,20,1.0
2258,20,1.0
2259,20,1.0
2260,20,1.0
2261,20,1.0
2262,20,1.0
2263,20,1.0
2264,20,1.0
2265,20,1.0
2266,20,1.0
2267,20,-1.0
2268,20,-1.0
2269,20,-1.0
2270,20,-1.0
2271,20,-1.0
2272,20,-1.0
2273,20,-1.0
2274,20,-1.0
2275,20,-1.0
2276,20,-1.0
2277,20,-1.0
2278,20,-1.0
2279,20,-1.0
2280,20,-1.0
2281,20,-1.0
2282,20,-1.0
2283,20,-1.0
2284,20,-1.0
2285,20,-1.0
2286,20,-1.0
2287,20,-1.0
2288,20,-1.0
2289,20,-1.0
2290,20,-1.0
2291,20,-1.0
2292,20,-1.0
2293,20,-1.0
2294,20,-1.0
2295,20,-1.0
2296,20,-1.0
2297,20,-1.0
2298,20,-1.0
2299,20,-1.0
2300,20,-1.0
2301,20,-1.0
2302,20,-1.0
2303,20,-1.0
2304,20,-1.0
2305,20,-1.0
2306,20,-1.0
2307,20,-1.0
2308,20,-1.0
2309,20,-1.0
2310,20,-1.0
2311,20,-1.0
2312,20,-1.0
2313,20,-1.0
2314,20,-1.0
2315,20,-1.0
2316,20,-1.0
2317,20,-1.0
2318,20,-1.0
2319,20,-1.0
2320,20,-1.0
2321,20,-1.0
2322,20,-1.0
2323,20,-1.0
2324,20,-1.0
2325,20,-1.0
82,12,1.0
83,12,1.0
84,12,1.0
85,12,1.0
86,12,-1.0
87,12,-1.0
88,12,-1.0
89,12,-1.0
1249,446,-1.0
1412,725,-1.0
1413,725,-1.0
637,232,-1.0
1717,1557,1.0
1299,536,-1.0
1394,687,-1.0
2326,198,-1.0
854,300,1.0
855,300,1.0
1223,421,-1.0
1224,421,-1.0
2327,278,1.0
2328,278,1.0
767,278,1.0
2329,278,1.0
2330,1595,-1.0
1706,1494,-1.0
798,793,-1.0
1477,793,-1.0
797,793,-1.0
1478,793,-1.0
947,61,1.0
2331,61,1.0
948,61,1.0
949,61,1.0
950,61,1.0
951,61,1.0
952,61,1.0
953,61,1.0
954,61,1.0
955,61,1.0
956,61,1.0
957,61,1.0
958,61,1.0
74,1035,-1.0
1153,1035,-1.0
2332,147,1.0
2333,147,-1.0
824,851,-1.0
1532,851,-1.0
1677,1348,-1.0
589,186,1.0
590,186,1.0
1270,485,-1.0
2334,485,-1.0
1271,485,-1.0
2335,335,1.0
2336,335,1.0
2337,335,1.0
2338,335,1.0
1181,1050,-1.0
1541,855,-1.0
1542,855,-1.0
1543,855,-1.0
1544,855,-1.0
2339,630,-1.0
2340,327,1.0
2341,327,1.0
889,327,1.0
890,327,1.0
2342,327,1.0
850,298,-1.0
851,298,-1.0
852,298,-1.0
853,298,-1.0
1206,1071,-1.0
1207,1071,-1.0
2343,603,1.0
2344,603,1.0
1235,428,-1.0
2345,871,-1.0
873,871,-1.0
2346,871,-1.0
2347,871,-1.0
2348,871,-1.0
2349,345,-1.0
2350,195,1.0
603,195,1.0
2351,231,-1.0
396,116,1.0
397,116,1.0
2352,116,1.0
398,116,-1.0
399,116,-1.0
400,116,-1.0
1161,1039,-1.0
1159,1039,-1.0
2353,227,1.0
2354,227,-1.0
2355,227,-1.0
1393,686,-1.0
2356,686,-1.0
1333,599,-1.0
1324,564,-1.0
916,51,-1.0
681,246,1.0
682,246,1.0
683,246,1.0
684,246,1.0
2357,246,-1.0
2358,246,-1.0
2359,246,-1.0
1572,939,1.0
1573,939,1.0
1574,939,1.0
1575,939,1.0
582,184,1.0
583,184,1.0
584,184,1.0
2360,315,1.0
883,315,1.0
874,315,-1.0
875,315,-1.0
876,315,-1.0
884,315,-1.0
2361,203,-1.0
1083,99,1.0
1084,99,1.0
1085,99,1.0
1086,99,1.0
1087,99,1.0
2362,99,-1.0
2363,99,-1.0
2364,99,-1.0
2365,99,-1.0
2366,343,-1.0
594,190,1.0
596,190,1.0
597,190,1.0
1079,98,1.0
1080,98,1.0
1081,98,1.0
1082,98,1.0
2367,253,1.0
699,253,1.0
700,253,1.0
701,253,1.0
1631,971,-1.0
2368,1078,-1.0
800,289,1.0
801,289,1.0
802,289,1.0
803,289,1.0
2369,289,1.0
2370,471,-1.0
2371,471,-1.0
2372,471,-1.0
2373,471,-1.0
1726,1582,-1.0
754,272,1.0
755,272,1.0
349,8,1.0
350,8,1.0
351,8,1.0
352,8,1.0
353,8,1.0
354,8,-1.0
355,8,-1.0
356,8,-1.0
357,8,-1.0
358,8,-1.0
359,8,-1.0
1111,1011,-1.0
1170,1044,-1.0
1171,1044,-1.0
1172,1044,-1.0
923,54,-1.0
924,54,-1.0
654,244,1.0
655,244,1.0
656,244,1.0
657,244,1.0
658,244,-1.0
659,244,-1.0
660,244,-1.0
661,244,-1.0
662,244,-1.0
663,244,-1.0
664,244,-1.0
665,244,-1.0
666,244,-1.0
667,244,-1.0
629,226,1.0
630,226,1.0
631,226,1.0
632,226,1.0
2374,226,-1.0
1656,999,1.0
1657,999,1.0
2375,999,1.0
2376,631,-1.0
832,295,1.0
833,295,1.0
834,295,1.0
835,295,1.0
836,295,1.0
837,295,-1.0
2377,340,1.0
2378,340,1.0
2379,340,1.0
2380,340,1.0
2381,340,1.0
2382,340,1.0
1302,546,-1.0
1303,546,-1.0
1304,546,-1.0
1305,546,-1.0
552,170,1.0
553,170,1.0
1760,1727,1.0
1761,1727,1.0
1762,1727,1.0
1649,984,-1.0
1367,664,-1.0
1422,740,-1.0
1423,740,-1.0
1424,740,-1.0
1425,740,-1.0
1426,740,-1.0
2383,740,-1.0
1427,740,-1.0
2384,280,1.0
2385,280,1.0
2386,280,1.0
1121,1016,-1.0
1122,1016,-1.0
1123,1016,-1.0
1124,1016,-1.0
1406,704,-1.0
1042,80,1.0
1043,80,1.0
1044,80,1.0
1045,80,1.0
1046,80,-1.0
2387,622,-1.0
2388,697,1.0
2389,697,1.0
2390,697,1.0
1403,697,-1.0
532,163,1.0
533,163,1.0
534,163,1.0
535,163,1.0
536,163,-1.0
2391,163,-1.0
780,283,1.0
781,283,1.0
2392,283,1.0
2393,283,1.0
2394,283,1.0
782,283,-1.0
783,283,-1.0
1218,412,-1.0
2395,106,-1.0
832,827,-1.0
146,18,1.0
147,18,1.0
148,18,1.0
2396,18,1.0
2397,18,1.0
149,18,-1.0
150,18,-1.0
151,18,-1.0
2398,18,-1.0
152,18,-1.0
1609,957,1.0
2399,957,-1.0
1637,976,1.0
1638,976,1.0
2400,110,-1.0
2401,110,-1.0
2402,110,-1.0
2403,110,-1.0
2404,110,-1.0
385,110,-1.0
2405,867,1.0
1129,1018,-1.0
1130,1018,-1.0
1131,1018,-1.0
1132,1018,-1.0
1556,887,-1.0
928,56,-1.0
291,795,-1.0
1480,795,-1.0
1481,795,-1.0
649,239,-1.0
1439,771,-1.0
1440,771,-1.0
1441,771,-1.0
1442,771,-1.0
1443,771,-1.0
612,213,-1.0
613,213,-1.0
2406,876,-1.0
2407,876,-1.0
1558,889,-1.0
2408,889,-1.0
1576,940,1.0
1577,940,1.0
1578,940,1.0
1579,940,1.0
1580,940,1.0
2409,940,-1.0
2410,47,1.0
2411,47,-1.0
2412,884,-1.0
2413,884,-1.0
2414,884,-1.0
2415,1012,-1.0
2416,1012,-1.0
1112,1012,-1.0
1738,1602,1.0
2417,1558,1.0
2418,877,-1.0
2419,877,-1.0
2420,877,-1.0
188,24,1.0
189,24,1.0
190,24,1.0
191,24,1.0
192,24,1.0
193,24,-1.0
194,24,-1.0
195,24,-1.0
1603,949,-1.0
908,353,-1.0
909,353,-1.0
316,45,1.0
317,45,1.0
318,45,-1.0
319,45,-1.0
71,11,1.0
72,11,1.0
73,11,1.0
74,11,1.0
75,11,1.0
76,11,1.0
77,11,-1.0
78,11,-1.0
79,11,-1.0
80,11,-1.0
81,11,-1.0
574,182,1.0
575,182,1.0
576,182,1.0
577,182,1.0
578,182,1.0
1149,1033,-1.0
1150,1033,-1.0
1151,1033,-1.0
2421,679,-1.0
2422,679,-1.0
1663,1255,1.0
1664,1255,1.0
1665,1255,1.0
1734,1596,1.0
1735,1596,1.0
1736,1596,1.0
1737,1596,1.0
1260,470,-1.0
873,879,-1.0
71,1141,1.0
72,1141,1.0
73,1141,1.0
2423,1141,1.0
1399,696,-1.0
1400,696,-1.0
1401,696,-1.0
1402,696,-1.0
1647,983,-1.0
1648,983,-1.0
1198,1068,-1.0
1199,1068,-1.0
1200,1068,-1.0
2424,1068,-1.0
804,290,1.0
805,290,1.0
806,290,1.0
740,262,1.0
741,262,1.0
742,262,1.0
1370,666,-1.0
2425,666,-1.0
1371,666,-1.0
1372,666,-1.0
1328,574,-1.0
1016,73,1.0
1017,73,1.0
1018,73,1.0
1019,73,-1.0
1020,73,-1.0
1021,73,-1.0
1105,1009,-1.0
1106,1009,-1.0
1107,1009,-1.0
1136,1022,-1.0
1137,1022,-1.0
1379,671,-1.0
2426,671,-1.0
1380,671,-1.0
1381,671,-1.0
1741,1631,1.0
1704,1474,-1.0
318,317,-1.0
2427,1074,-1.0
2428,1074,-1.0
2429,899,1.0
2430,684,-1.0
2431,684,-1.0
2432,684,-1.0
874,312,1.0
875,312,1.0
876,312,1.0
877,312,1.0
2433,312,-1.0
1320,557,-1.0
1321,557,-1.0
1555,878,-1.0
2434,878,-1.0
1409,707,-1.0
1410,707,-1.0
1273,487,-1.0
420,121,1.0
421,121,1.0
422,121,1.0
423,121,1.0
424,121,1.0
425,121,1.0
426,121,-1.0
427,121,-1.0
428,121,-1.0
497,495,-1.0
2435,495,-1.0
1673,1298,-1.0
1453,784,-1.0
1454,784,-1.0
1455,784,-1.0
1293,520,-1.0
2436,520,-1.0
1675,1332,-1.0
377,109,-1.0
378,109,-1.0
379,109,-1.0
380,109,-1.0
381,109,-1.0
382,109,-1.0
383,109,-1.0
384,109,-1.0
1513,841,-1.0
1227,424,-1.0
2437,1066,-1.0
2438,1066,-1.0
2439,1066,-1.0
2440,9,1.0
2441,9,1.0
2442,9,1.0
2443,9,1.0
2444,9,1.0
2445,9,1.0
2446,9,1.0
2447,9,1.0
2448,9,1.0
2449,9,1.0
2450,9,1.0
2451,9,1.0
2452,9,1.0
2453,9,1.0
13,9,1.0
1096,1002,-1.0
1097,1002,-1.0
1428,742,-1.0
1429,742,-1.0
1430,742,-1.0
1363,662,-1.0
1364,662,-1.0
1365,662,-1.0
1366,662,-1.0
1104,1007,-1.0
213,29,1.0
214,29,1.0
215,29,1.0
216,29,1.0
217,29,1.0
218,29,1.0
219,29,1.0
220,29,-1.0
221,29,-1.0
222,29,-1.0
223,29,-1.0
585,185,1.0
586,185,1.0
587,185,1.0
588,185,1.0
824,821,-1.0
196,26,1.0
2454,26,1.0
197,26,1.0
198,26,1.0
2455,26,1.0
199,26,1.0
2456,26,-1.0
200,26,-1.0
201,26,-1.0
202,26,-1.0
2457,26,-1.0
203,26,-1.0
204,26,-1.0
463,143,-1.0
1063,89,-1.0
1064,89,-1.0
1266,474,-1.0
2458,474,-1.0
1260,474,-1.0
2459,474,-1.0
1639,982,-1.0
1640,982,-1.0
1641,982,-1.0
1642,982,-1.0
1643,982,-1.0
1644,982,-1.0
1645,982,-1.0
1646,982,-1.0
1468,1704,1.0
1467,1704,1.0
1753,1704,1.0
1026,76,1.0
2460,76,1.0
756,273,1.0
2461,273,1.0
757,273,1.0
1586,942,1.0
1587,942,1.0
981,65,1.0
982,65,1.0
983,65,1.0
984,65,1.0
985,65,1.0
986,65,-1.0
987,65,-1.0
375,107,-1.0
2462,336,1.0
2463,336,1.0
2464,336,1.0
2465,336,1.0
2466,336,1.0
1503,829,-1.0
1504,848,-1.0
2467,1533,-1.0
1713,1533,-1.0
1714,1533,-1.0
1715,1533,-1.0
1484,811,-1.0
1485,811,-1.0
2468,85,-1.0
1279,505,-1.0
2469,505,-1.0
2470,505,-1.0
1743,1678,-1.0
680,668,-1.0
679,668,-1.0
676,668,-1.0
1373,668,-1.0
1374,668,-1.0
1375,668,-1.0
2471,274,1.0
758,274,1.0
2472,274,1.0
1000,71,1.0
1001,71,1.0
1002,71,1.0
1003,71,1.0
1004,71,1.0
1005,71,1.0
1006,71,-1.0
1007,71,-1.0
1008,71,-1.0
1611,961,-1.0
1612,961,-1.0
1613,961,-1.0
546,169,1.0
547,169,1.0
548,169,1.0
549,169,-1.0
550,169,-1.0
2473,169,-1.0
551,169,-1.0
2474,169,-1.0
130,17,1.0
131,17,1.0
132,17,1.0
133,17,1.0
134,17,1.0
135,17,1.0
136,17,-1.0
137,17,-1.0
138,17,-1.0
139,17,-1.0
140,17,-1.0
141,17,-1.0
142,17,-1.0
143,17,-1.0
144,17,-1.0
145,17,-1.0
484,155,1.0
485,155,1.0
486,155,1.0
487,155,1.0
488,155,1.0
489,155,-1.0
2475,155,-1.0
490,155,-1.0
643,236,-1.0
644,236,-1.0
645,236,-1.0
1525,845,-1.0
2476,845,-1.0
2477,333,1.0
2478,333,1.0
2479,333,1.0
2480,333,1.0
2481,333,1.0
1655,996,-1.0
2482,1083,-1.0
2483,682,-1.0
1390,682,-1.0
1391,682,-1.0
1392,682,-1.0
1060,87,-1.0
1723,1574,1.0
1724,1574,1.0
1725,1574,1.0
2484,1519,1.0
1651,987,-1.0
2485,154,1.0
481,154,1.0
482,154,1.0
2486,154,1.0
2487,154,1.0
483,154,1.0
2488,677,-1.0
1386,677,-1.0
2489,677,-1.0
824,832,-1.0
1504,832,-1.0
1505,832,-1.0
1506,832,-1.0
843,832,-1.0
125,416,-1.0
1447,773,-1.0
109,103,-1.0
365,103,-1.0
366,103,-1.0
115,103,-1.0
1626,968,-1.0
1627,968,-1.0
1588,944,1.0
1589,944,1.0
1590,944,1.0
1591,944,1.0
403,118,1.0
404,118,1.0
405,118,1.0
406,118,1.0
407,118,1.0
408,118,-1.0
409,118,-1.0
410,118,-1.0
2490,777,1.0
2491,777,1.0
1452,777,1.0
2492,777,1.0
1398,692,-1.0
2493,1076,-1.0
1031,1027,-1.0
1140,1027,-1.0
1709,1514,1.0
1710,1514,1.0
1711,1514,1.0
1712,1514,-1.0
1411,722,-1.0
1175,1047,-1.0
1176,1047,-1.0
1177,1047,-1.0
2494,40,1.0
2495,40,1.0
2496,40,1.0
2497,40,1.0
2498,40,1.0
2499,40,1.0
304,40,-1.0
305,40,-1.0
306,40,-1.0
307,40,-1.0
255,33,1.0
256,33,1.0
257,33,1.0
258,33,1.0
259,33,1.0
260,33,1.0
261,33,-1.0
262,33,-1.0
2500,33,-1.0
2501,33,-1.0
2502,33,-1.0
2503,287,1.0
793,287,1.0
794,287,1.0
795,287,1.0
796,287,-1.0
797,287,-1.0
291,287,-1.0
798,287,-1.0
292,287,-1.0
799,287,-1.0
807,291,1.0
2504,291,1.0
808,291,1.0
809,291,1.0
810,291,1.0
2505,291,1.0
2506,291,1.0
2507,291,-1.0
2508,291,-1.0
795,291,-1.0
811,291,-1.0
2509,291,-1.0
812,291,-1.0
813,291,-1.0
2510,326,1.0
886,326,1.0
887,326,1.0
888,326,-1.0
1187,1054,-1.0
1728,1585,-1.0
1729,1585,-1.0
1730,1585,-1.0
1731,1585,-1.0
2511,1004,-1.0
1038,79,1.0
1039,79,1.0
1040,79,1.0
1041,79,-1.0
1341,621,-1.0
1707,1496,-1.0
2512,673,-1.0
2513,673,-1.0
1660,1254,-1.0
1661,1254,-1.0
1662,1254,-1.0
2514,953,-1.0
712,256,1.0
713,256,1.0
714,256,1.0
715,256,1.0
716,256,1.0
1628,970,1.0
1629,970,1.0
1630,970,1.0
745,266,1.0
746,266,1.0
747,266,1.0
748,266,1.0
749,266,-1.0
750,266,-1.0
529,162,1.0
530,162,1.0
531,162,1.0
2515,162,1.0
922,53,-1.0
668,245,1.0
669,245,1.0
670,245,1.0
671,245,1.0
672,245,1.0
673,245,1.0
674,245,1.0
675,245,-1.0
676,245,-1.0
677,245,-1.0
678,245,-1.0
679,245,-1.0
680,245,-1.0
1307,548,-1.0
2516,548,-1.0
1383,675,1.0
1384,675,1.0
2517,675,-1.0
1385,675,-1.0
2518,675,-1.0
2519,609,-1.0
2520,609,-1.0
2521,669,-1.0
1376,669,-1.0
2522,669,-1.0
249,669,-1.0
878,313,1.0
879,313,1.0
880,313,1.0
881,313,1.0
882,313,1.0
2523,313,1.0
455,128,1.0
456,128,1.0
1024,75,1.0
1025,75,1.0
2524,75,1.0
2525,75,-1.0
693,252,1.0
694,252,1.0
695,252,1.0
696,252,-1.0
697,252,-1.0
698,252,-1.0
1243,441,-1.0
1732,1590,1.0
1733,1590,1.0
1658,1208,-1.0
929,57,-1.0
930,57,-1.0
931,57,-1.0
932,57,-1.0
1397,694,1.0
1482,805,-1.0
411,805,-1.0
501,158,1.0
502,158,1.0
2526,158,1.0
503,158,1.0
2527,158,1.0
504,158,1.0
505,158,1.0
506,158,-1.0
1444,772,-1.0
1445,772,-1.0
1446,772,-1.0
1604,950,-1.0
1210,364,-1.0
1681,1403,-1.0
367,104,-1.0
368,104,-1.0
2528,104,-1.0
2529,104,-1.0
110,104,-1.0
115,104,-1.0
2530,342,-1.0
308,42,1.0
2531,42,1.0
2532,42,1.0
2533,42,1.0
309,42,1.0
2534,42,1.0
2535,42,1.0
2536,42,1.0
310,42,1.0
2537,42,-1.0
2538,42,-1.0
2539,42,-1.0
2540,42,-1.0
225,238,-1.0
648,238,-1.0
818,293,1.0
819,293,1.0
820,293,1.0
821,293,1.0
822,293,1.0
823,293,1.0
824,293,-1.0
825,293,-1.0
826,293,-1.0
827,293,-1.0
270,35,1.0
271,35,-1.0
1267,476,-1.0
1705,1492,1.0
1276,491,-1.0
562,178,1.0
563,178,1.0
564,178,1.0
565,178,1.0
842,299,1.0
843,299,1.0
844,299,1.0
845,299,1.0
838,299,-1.0
839,299,-1.0
840,299,-1.0
841,299,-1.0
641,235,-1.0
642,235,-1.0
701,689,-1.0
1396,689,-1.0
1395,689,-1.0
1397,689,-1.0
1397,695,1.0
2541,695,1.0
1625,967,-1.0
1233,427,-1.0
1234,427,-1.0
1074,97,1.0
1075,97,1.0
1076,97,1.0
1077,97,1.0
1078,97,1.0
1489,814,-1.0
1490,814,-1.0
1491,814,-1.0
1093,1001,-1.0
1094,1001,-1.0
1095,1001,-1.0
207,28,1.0
208,28,1.0
209,28,1.0
210,28,1.0
211,28,-1.0
212,28,-1.0
2542,28,-1.0
2543,748,-1.0
1294,521,-1.0
1678,1382,-1.0
2544,286,1.0
790,286,1.0
2545,286,1.0
791,286,1.0
792,286,1.0
2546,286,1.0
1528,847,-1.0
1529,847,-1.0
2547,847,-1.0
2548,847,-1.0
685,248,1.0
2549,248,1.0
1357,660,-1.0
1358,660,-1.0
609,201,1.0
2550,201,1.0
610,201,1.0
2551,201,1.0
1623,966,-1.0
1624,966,-1.0
1315,553,-1.0
1316,553,-1.0
2552,535,-1.0
2553,1023,-1.0
2554,1023,-1.0
2555,1023,-1.0
1456,785,1.0
1457,785,1.0
1458,785,1.0
925,55,-1.0
926,55,-1.0
927,55,-1.0
1217,408,-1.0
360,100,1.0
361,100,1.0
2556,100,1.0
362,100,1.0
363,100,1.0
1514,842,-1.0
1515,842,-1.0
1516,842,-1.0
1517,842,-1.0
1518,842,-1.0
1519,842,-1.0
1520,842,-1.0
1521,842,-1.0
2557,842,-1.0
912,49,-1.0
911,49,-1.0
913,49,-1.0
